work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,predicted_salary_usd
2023,Senior,Full-Time,Data Engineer,140000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Machine Learning Engineer,170000,US,On-Site,US,Medium,201918
2024,Senior,Full-Time,Data Scientist,126600,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Data Engineer,190000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Scientist,150200,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Analyst,135000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Business Intelligence Engineer,225000,US,On-Site,US,Medium,142464
2023,Senior,Full-Time,Data Science Manager,150000,MX,Fully Remote,MX,Medium,130945
2024,Senior,Full-Time,Data Architect,174000,US,On-Site,US,Medium,167461
2024,Senior,Full-Time,Research Scientist,112000,US,On-Site,US,Medium,215335
2024,Mid-Level,Full-Time,Machine Learning Researcher,210000,US,On-Site,US,Medium,166556
2023,Mid-Level,Full-Time,BI Developer,100000,US,On-Site,US,Medium,108887
2023,Mid-Level,Full-Time,Decision Scientist,142200,US,On-Site,US,Medium,155698
2023,Senior,Full-Time,Data Scientist,90700,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Engineer,156000,US,Fully Remote,US,Medium,158529
2024,Senior,Full-Time,Data Scientist,154360,US,On-Site,US,Medium,171625
2023,Executive,Full-Time,Analytics Engineer,221000,US,Fully Remote,US,Medium,185811
2023,Senior,Full-Time,Business Intelligence Engineer,104300,US,On-Site,US,Large,149003
2023,Executive,Full-Time,Data Architect,180000,US,On-Site,US,Medium,180822
2023,Senior,Full-Time,Data Engineer,130000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Data Science Manager,299500,US,On-Site,US,Medium,223501
2024,Mid-Level,Full-Time,Data Operations Specialist,88000,US,On-Site,US,Medium,102068
2023,Senior,Full-Time,Data Scientist,155000,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Data Engineer,203500,US,Fully Remote,US,Medium,136086
2023,Mid-Level,Full-Time,Analytics Engineer,75000,US,On-Site,US,Medium,150707
2023,Senior,Full-Time,Data Engineer,95325,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Data Strategist,65000,US,On-Site,US,Medium,103265
2023,Mid-Level,Full-Time,Data Engineer,43187,PL,Fully Remote,PL,Large,50509
2023,Entry-Level,Full-Time,Data Integration Specialist,100000,US,Fully Remote,US,Medium,102387
2024,Entry-Level,Full-Time,Machine Learning Engineer,187500,US,On-Site,US,Medium,131922
2024,Senior,Full-Time,Data Manager,125500,US,On-Site,US,Medium,138041
2024,Senior,Full-Time,Data Architect,363000,US,On-Site,US,Medium,167461
2024,Entry-Level,Full-Time,Data Analyst,51500,US,On-Site,US,Medium,93773
2022,Senior,Full-Time,Applied Scientist,205000,US,Fully Remote,US,Medium,193851
2023,Senior,Full-Time,Analytics Engineer,190000,US,On-Site,US,Medium,176399
2024,Senior,Full-Time,Analytics Engineer,287500,US,On-Site,US,Medium,179474
2023,Senior,Full-Time,Data Analyst,175000,US,Fully Remote,US,Medium,122680
2022,Entry-Level,Part-Time,Data Analyst,25216,ES,Fully Remote,US,Large,33168
2022,Senior,Full-Time,Data Engineer,146000,US,On-Site,US,Medium,153391
2023,Mid-Level,Full-Time,Data Engineer,109000,US,Fully Remote,US,Medium,137804
2023,Senior,Full-Time,Data Scientist,228045,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Machine Learning Engineer,128250,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,On-Site,US,Medium,201918
2024,Mid-Level,Full-Time,Data Product Manager,171000,US,Fully Remote,US,Medium,139591
2023,Mid-Level,Full-Time,Data Engineer,167500,US,On-Site,US,Medium,141383
2023,Senior,Full-Time,Data Manager,140000,US,On-Site,US,Medium,135577
2023,Senior,Full-Time,Data Analyst,150000,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,Data Scientist,140400,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Scientist,138900,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Research Engineer,295000,US,On-Site,US,Medium,173952
2023,Executive,Full-Time,Data Engineer,265000,US,On-Site,US,Medium,184765
2023,Senior,Full-Time,Data Scientist,151300,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Analyst,87500,US,On-Site,US,Medium,128320
2024,Entry-Level,Full-Time,Data Analyst,50000,GB,Fully Remote,GB,Medium,50457
2023,Mid-Level,Full-Time,Data Engineer,120000,US,Fully Remote,US,Medium,137804
2023,Senior,Full-Time,Data Analyst,227000,US,On-Site,US,Medium,128320
2024,Senior,Full-Time,Data Architect,86000,US,On-Site,US,Medium,167461
2023,Senior,Full-Time,Data Engineer,141000,US,On-Site,US,Medium,163312
2022,Senior,Full-Time,Data Engineer,185900,US,On-Site,US,Medium,153391
2023,Mid-Level,Full-Time,Data Engineer,58400,US,On-Site,US,Medium,141383
2023,Senior,Full-Time,Data Engineer,150000,US,Fully Remote,US,Medium,158529
2024,Mid-Level,Full-Time,Analytics Engineer,115000,US,On-Site,US,Medium,148408
2023,Executive,Full-Time,Head of Data,246080,GB,On-Site,GB,Medium,173274
2021,Senior,Full-Time,Data Engineer,200000,US,Fully Remote,US,Large,159920
2023,Entry-Level,Full-Time,Data Analyst,71615,US,On-Site,US,Medium,86195
2023,Senior,Full-Time,Applied Scientist,309400,US,On-Site,US,Large,223259
2023,Senior,Full-Time,Business Intelligence Engineer,115000,US,Fully Remote,US,Medium,135285
2024,Mid-Level,Full-Time,Data Science,130000,US,On-Site,US,Medium,139634
2024,Senior,Full-Time,Machine Learning Engineer,283780,US,On-Site,US,Medium,204712
2023,Senior,Full-Time,Data Scientist,112500,US,Fully Remote,US,Medium,174953
2022,Executive,Full-Time,Data Engineer,116100,US,Fully Remote,US,Medium,197612
2024,Senior,Full-Time,Data Scientist,115500,US,Fully Remote,US,Medium,175703
2022,Senior,Full-Time,Data Scientist,249500,US,On-Site,US,Medium,152924
2023,Mid-Level,Full-Time,Data Scientist,55368,GB,On-Site,GB,Medium,91460
2024,Mid-Level,Full-Time,Data Engineer,90800,US,On-Site,US,Medium,137171
2024,Entry-Level,Full-Time,Data Analyst,138000,US,On-Site,US,Medium,93773
2023,Senior,Full-Time,Data Scientist,200000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Scientist,212000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Machine Learning Researcher,73100,US,On-Site,US,Medium,202477
2023,Senior,Full-Time,Applied Scientist,136000,US,On-Site,US,Large,223259
2023,Senior,Full-Time,Machine Learning Engineer,168700,CA,On-Site,CA,Medium,177771
2023,Entry-Level,Full-Time,Data Analyst,30000,AR,Fully Remote,US,Small,34111
2023,Mid-Level,Full-Time,Data Analyst,70000,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Business Intelligence Engineer,150000,US,On-Site,US,Medium,142464
2022,Senior,Full-Time,Data Engineer,197430,US,Fully Remote,US,Medium,157016
2023,Senior,Full-Time,Data Scientist,170000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,173000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Manager,130000,US,On-Site,US,Medium,135577
2024,Mid-Level,Full-Time,Applied Scientist,222200,US,On-Site,US,Large,182960
2023,Senior,Full-Time,Data Scientist,300240,US,On-Site,US,Medium,173369
2024,Entry-Level,Full-Time,Data Analyst,74400,US,Fully Remote,US,Medium,92098
2022,Senior,Full-Time,Data Engineer,120000,US,On-Site,US,Medium,153391
2022,Mid-Level,Full-Time,Machine Learning Engineer,129300,US,On-Site,US,Medium,154622
2024,Entry-Level,Full-Time,Machine Learning Engineer,105300,CA,Fully Remote,CA,Medium,101908
2022,Senior,Full-Time,Data Engineer,122600,US,On-Site,US,Medium,153391
2023,Executive,Full-Time,Data Scientist,145000,US,On-Site,US,Medium,183955
2024,Mid-Level,Full-Time,Data Operations Associate,55555,DE,On-Site,DE,Medium,72953
2023,Senior,Full-Time,Data Scientist,247600,US,On-Site,US,Large,171916
2024,Senior,Full-Time,Data Engineer,78900,US,On-Site,US,Medium,162159
2023,Mid-Level,Full-Time,Data Engineer,133000,US,On-Site,US,Medium,141383
2023,Senior,Full-Time,Data Scientist,176000,US,Fully Remote,US,Medium,174953
2023,Entry-Level,Full-Time,Data Engineer,130916,US,On-Site,US,Medium,111560
2023,Senior,Full-Time,Machine Learning Engineer,147000,US,On-Site,US,Medium,201918
2023,Mid-Level,Full-Time,Data Engineer,90000,US,Fully Remote,US,Medium,137804
2024,Mid-Level,Full-Time,Machine Learning Engineer,99100,US,On-Site,US,Medium,165956
2023,Senior,Full-Time,Analytics Engineer,85500,US,On-Site,US,Medium,176399
2024,Mid-Level,Full-Time,Machine Learning Engineer,130000,US,On-Site,US,Medium,165956
2023,Senior,Full-Time,Business Intelligence Analyst,193600,US,On-Site,US,Medium,138060
2023,Entry-Level,Full-Time,Data Scientist,57223,NL,Hybrid,NL,Large,45765
2023,Mid-Level,Full-Time,Data Engineer,116888,GB,Fully Remote,GB,Large,78634
2023,Senior,Full-Time,Analytics Engineer,205000,US,On-Site,US,Medium,176399
2023,Senior,Full-Time,Data Engineer,106800,US,Fully Remote,US,Medium,158529
2023,Mid-Level,Full-Time,Data Engineer,90000,US,On-Site,US,Medium,141383
2024,Mid-Level,Full-Time,Data Scientist,231250,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Data Engineer,200000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Machine Learning Engineer,233000,US,On-Site,US,Medium,201918
2022,Entry-Level,Full-Time,Machine Learning Engineer,108000,US,On-Site,US,Small,105678
2022,Senior,Full-Time,Machine Learning Software Engineer,168000,CA,Fully Remote,CA,Medium,180825
2023,Mid-Level,Full-Time,Data Engineer,181500,US,On-Site,US,Medium,141383
2024,Mid-Level,Full-Time,Data Analytics Manager,124230,US,On-Site,US,Medium,126355
2023,Senior,Full-Time,Applied Scientist,222200,US,On-Site,US,Large,223259
2022,Senior,Full-Time,Data Engineer,225000,US,On-Site,US,Medium,153391
2023,Senior,Full-Time,Data Scientist,250000,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Analyst,135000,US,Fully Remote,US,Medium,122680
2024,Senior,Full-Time,Machine Learning Engineer,230000,US,Fully Remote,US,Medium,196074
2022,Senior,Full-Time,Data Engineer,36773,ES,On-Site,ES,Medium,59451
2024,Mid-Level,Full-Time,Data Engineer,73100,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Engineer,130000,US,Fully Remote,US,Medium,158529
2022,Senior,Full-Time,Data Engineer,63000,US,On-Site,US,Medium,153391
2024,Senior,Full-Time,Data Analyst,112715,US,On-Site,US,Medium,130006
2024,Senior,Full-Time,Data Scientist,215000,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Data Engineer,151000,CA,Fully Remote,CA,Medium,153416
2024,Senior,Full-Time,Data Engineer,187000,US,On-Site,US,Medium,162159
2023,Mid-Level,Full-Time,Research Scientist,220000,US,On-Site,US,Medium,183499
2024,Mid-Level,Full-Time,Data Specialist,73000,US,On-Site,US,Medium,99453
2024,Entry-Level,Full-Time,Data Analyst,96800,US,On-Site,US,Medium,93773
2023,Mid-Level,Full-Time,Data Scientist,93918,US,Fully Remote,US,Medium,141014
2024,Entry-Level,Full-Time,Data Analyst,106875,US,On-Site,US,Medium,93773
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,152000,US,Fully Remote,US,Medium,186849
2023,Senior,Full-Time,Data Operations Analyst,144000,GB,On-Site,GB,Medium,96860
2022,Senior,Full-Time,Data Scientist,177500,US,Fully Remote,US,Medium,163950
2024,Senior,Full-Time,Data Engineer,161500,US,On-Site,US,Medium,162159
2024,Mid-Level,Full-Time,Data Scientist,212000,EG,On-Site,EG,Medium,102076
2024,Senior,Full-Time,Data Architect,160000,US,On-Site,US,Medium,167461
2024,Senior,Full-Time,Data Analyst,193000,US,Fully Remote,US,Medium,129854
2023,Senior,Full-Time,Business Intelligence Engineer,202800,US,On-Site,US,Large,149003
2023,Senior,Full-Time,Machine Learning Engineer,250500,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Machine Learning Engineer,163200,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Scientist,212800,US,On-Site,US,Large,171916
2023,Mid-Level,Full-Time,Data Analytics Manager,242100,US,On-Site,US,Medium,130332
2024,Mid-Level,Full-Time,Data Scientist,110000,US,Fully Remote,US,Medium,138704
2023,Mid-Level,Full-Time,Data Scientist,90000,US,Fully Remote,US,Medium,141014
2023,Senior,Full-Time,Data Scientist,170186,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Data Engineer,102000,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Analyst,153300,US,Fully Remote,US,Medium,122680
2024,Entry-Level,Full-Time,Business Intelligence Analyst,92000,AU,On-Site,AU,Medium,85364
2023,Senior,Full-Time,Data Engineer,128000,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Machine Learning Engineer,50000,US,Fully Remote,US,Medium,155230
2023,Mid-Level,Full-Time,BI Developer,81500,US,On-Site,US,Medium,108887
2022,Senior,Full-Time,Data Engineer,216000,US,Fully Remote,US,Medium,157016
2024,Entry-Level,Full-Time,Research Engineer,193500,US,On-Site,US,Medium,168404
2023,Mid-Level,Full-Time,Machine Learning Engineer,120000,US,On-Site,US,Small,153017
2023,Entry-Level,Part-Time,Data Analyst,18160,PL,Fully Remote,IN,Large,21357
2024,Senior,Full-Time,Data Science,234700,US,On-Site,US,Medium,164623
2023,Mid-Level,Full-Time,Research Scientist,118800,US,Fully Remote,US,Medium,171266
2023,Senior,Full-Time,Machine Learning Engineer,125000,US,On-Site,US,Medium,201918
2023,Entry-Level,Full-Time,Data Engineer,58000,US,Fully Remote,US,Medium,108012
2024,Mid-Level,Full-Time,Data Scientist,140400,US,Fully Remote,US,Medium,138704
2024,Senior,Full-Time,Data Architect,234000,US,On-Site,US,Medium,167461
2023,Senior,Full-Time,Data Scientist,118900,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,190000,US,On-Site,US,Medium,173369
2022,Senior,Full-Time,Data Engineer,153600,US,On-Site,US,Medium,153391
2023,Senior,Full-Time,Data Engineer,139400,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Data Scientist,218213,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Analyst,80000,US,Fully Remote,US,Medium,122680
2023,Mid-Level,Full-Time,Data Analytics Lead,123040,GB,On-Site,GB,Medium,92504
2023,Senior,Full-Time,Machine Learning Engineer,260000,US,Fully Remote,US,Medium,188539
2024,Senior,Full-Time,Data Scientist,156000,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Business Intelligence Developer,102000,US,Fully Remote,US,Medium,122503
2023,Senior,Full-Time,ML Engineer,206000,US,On-Site,US,Medium,206066
2024,Senior,Full-Time,Data Analyst,126480,US,On-Site,US,Medium,130006
2023,Senior,Full-Time,Data Architect,186000,US,On-Site,US,Medium,161326
2023,Senior,Full-Time,Data Analyst,158494,US,Fully Remote,US,Medium,122680
2024,Senior,Full-Time,Machine Learning Engineer,255800,US,On-Site,US,Medium,204712
2022,Senior,Full-Time,Machine Learning Software Engineer,227200,CA,Fully Remote,CA,Medium,180825
2023,Senior,Full-Time,Data Engineer,215000,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Machine Learning Engineer,93300,US,On-Site,US,Medium,167075
2024,Mid-Level,Full-Time,Data Scientist,152000,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Data Science,138000,US,On-Site,US,Medium,157751
2023,Senior,Full-Time,Data Scientist,130000,US,On-Site,US,Medium,173369
2023,Mid-Level,Full-Time,Data Engineer,250000,US,On-Site,US,Medium,141383
2024,Entry-Level,Full-Time,Data Analyst,179000,US,On-Site,US,Medium,93773
2023,Senior,Full-Time,Data Scientist,162000,US,Fully Remote,US,Medium,174953
2024,Senior,Full-Time,Data Scientist,165000,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Analytics Engineer,143860,US,On-Site,US,Medium,176399
2023,Senior,Full-Time,Machine Learning Engineer,255800,US,On-Site,US,Medium,201918
2023,Entry-Level,Full-Time,Research Analyst,75753,US,On-Site,US,Medium,101329
2024,Senior,Full-Time,Data Analyst,135000,US,On-Site,US,Medium,130006
2024,Senior,Full-Time,Data Analyst,52806,GB,On-Site,GB,Medium,81503
2023,Senior,Full-Time,Data Analyst,170550,US,Fully Remote,US,Medium,122680
2024,Mid-Level,Full-Time,Business Intelligence Engineer,165600,US,On-Site,US,Large,126816
2023,Senior,Full-Time,Data Quality Analyst,80000,US,On-Site,US,Medium,125912
2023,Senior,Full-Time,Data Scientist,184800,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Architect,185000,US,On-Site,US,Medium,161326
2023,Mid-Level,Full-Time,Data Scientist,55000,US,On-Site,US,Medium,140360
2023,Mid-Level,Full-Time,Data Scientist,205000,US,Fully Remote,US,Medium,141014
2023,Senior,Full-Time,Machine Learning Engineer,205600,US,Fully Remote,US,Medium,188539
2024,Senior,Full-Time,Data Scientist,160000,US,On-Site,US,Medium,171625
2024,Senior,Full-Time,Data Integration Developer,121056,US,On-Site,US,Medium,142801
2023,Senior,Full-Time,Data Scientist,192000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Analyst,36912,GB,Fully Remote,GB,Small,57104
2023,Senior,Full-Time,Data Engineer,254000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Business Intelligence Engineer,138900,US,Fully Remote,US,Medium,135285
2023,Mid-Level,Full-Time,Data Scientist,140000,US,On-Site,US,Medium,140360
2023,Mid-Level,Full-Time,Data Analyst,161000,US,Fully Remote,US,Medium,100557
2023,Senior,Full-Time,Data Scientist,120000,US,Fully Remote,US,Medium,174953
2024,Mid-Level,Full-Time,Data Engineer,100000,US,On-Site,US,Medium,137171
2022,Senior,Full-Time,Data Analyst,110000,US,On-Site,US,Medium,118314
2024,Entry-Level,Full-Time,Data Analyst,77265,US,On-Site,US,Medium,93773
2023,Senior,Full-Time,Data Analyst,74400,US,Fully Remote,US,Medium,122680
2024,Senior,Full-Time,Machine Learning Engineer,182000,US,On-Site,US,Medium,204712
2024,Mid-Level,Full-Time,Data Modeler,185800,US,On-Site,US,Medium,113053
2023,Mid-Level,Full-Time,Machine Learning Engineer,204500,US,On-Site,US,Medium,167075
2024,Mid-Level,Full-Time,Data Engineer,75000,US,Fully Remote,US,Medium,136086
2023,Mid-Level,Full-Time,ETL Engineer,58444,GB,Fully Remote,GB,Medium,82525
2022,Senior,Full-Time,Data Science Manager,249260,US,On-Site,US,Medium,184487
2023,Mid-Level,Full-Time,Machine Learning Engineer,285000,US,On-Site,US,Large,165622
2023,Senior,Full-Time,Data Engineer,123000,US,On-Site,US,Medium,163312
2023,Senior,Full-Time,Research Scientist,248100,US,On-Site,US,Medium,207266
2023,Senior,Full-Time,Decision Scientist,142200,US,On-Site,US,Medium,173484
2023,Senior,Full-Time,Research Engineer,133000,US,On-Site,US,Medium,207266
2024,Senior,Full-Time,Machine Learning Scientist,186153,CA,On-Site,CA,Medium,182916
2023,Senior,Full-Time,Machine Learning Engineer,115000,US,Fully Remote,US,Medium,188539
2024,Mid-Level,Full-Time,Business Intelligence Manager,164700,US,On-Site,US,Medium,120277
2023,Senior,Full-Time,Applied Scientist,230000,US,Fully Remote,US,Medium,192908
2023,Senior,Full-Time,Data Engineer,178000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Scientist,135000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Engineer,250000,US,Fully Remote,US,Medium,158529
2023,Senior,Full-Time,Data Engineer,90700,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Data Engineer,80000,ES,Fully Remote,ES,Medium,59730
2023,Senior,Full-Time,Research Scientist,159300,US,On-Site,US,Medium,207266
2024,Senior,Full-Time,Business Intelligence,132600,US,On-Site,US,Medium,152508
2022,Mid-Level,Full-Time,Data Analyst,109000,US,On-Site,US,Medium,99720
2023,Senior,Full-Time,Data Engineer,140100,US,On-Site,US,Medium,163312
2024,Mid-Level,Full-Time,Data Scientist,147800,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Data Analyst,80000,US,Fully Remote,US,Small,83363
2024,Senior,Full-Time,Machine Learning Engineer,225000,US,On-Site,US,Medium,204712
2024,Senior,Full-Time,Data Scientist,117400,US,On-Site,US,Medium,171625
2023,Mid-Level,Full-Time,Data Specialist,73000,US,Fully Remote,US,Medium,116591
2024,Senior,Full-Time,Data Scientist,236400,US,On-Site,US,Medium,171625
2023,Mid-Level,Full-Time,Data Scientist,166000,US,On-Site,US,Medium,140360
2023,Senior,Full-Time,Data Infrastructure Engineer,151090,US,On-Site,US,Medium,177733
2023,Senior,Full-Time,Data Analyst,116000,US,Fully Remote,US,Medium,122680
2023,Entry-Level,Full-Time,Business Intelligence Analyst,49216,GB,On-Site,GB,Medium,53827
2023,Senior,Full-Time,Analytics Engineer,130000,CA,On-Site,CA,Medium,167056
2024,Entry-Level,Full-Time,Research Analyst,49452,US,On-Site,US,Medium,130194
2024,Mid-Level,Full-Time,Data Scientist,170200,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,Data Manager,155000,US,On-Site,US,Medium,135577
2024,Mid-Level,Full-Time,ML Engineer,140000,US,On-Site,US,Medium,158390
2023,Mid-Level,Full-Time,Data Engineer,88000,CO,On-Site,CO,Medium,93666
2024,Entry-Level,Full-Time,Data Analyst,192500,US,On-Site,US,Medium,93773
2022,Executive,Full-Time,Data Engineer,239000,US,Fully Remote,US,Medium,197612
2024,Senior,Full-Time,Data Engineer,165100,US,On-Site,US,Medium,162159
2024,Mid-Level,Full-Time,Data Scientist,115000,US,On-Site,US,Medium,135556
2023,Senior,Full-Time,BI Analyst,147000,US,Fully Remote,US,Medium,120739
2023,Entry-Level,Full-Time,Data Engineer,80000,US,On-Site,US,Medium,111560
2024,Senior,Full-Time,Data Scientist,125000,US,On-Site,US,Medium,171625
2023,Senior,Full-Time,Data Analyst,140000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Scientist,190200,US,On-Site,US,Medium,173369
2023,Entry-Level,Full-Time,Data Management Analyst,50000,US,On-Site,US,Medium,85072
2024,Entry-Level,Full-Time,Data Management Analyst,50000,US,On-Site,US,Medium,88977
2023,Mid-Level,Full-Time,Machine Learning Engineer,50000,AM,On-Site,AM,Small,56224
2024,Senior,Full-Time,Analytics Engineer,720000,US,On-Site,US,Medium,179474
2023,Senior,Full-Time,Data Analyst,84400,US,On-Site,US,Medium,128320
2024,Entry-Level,Full-Time,Applied Scientist,104000,US,Fully Remote,US,Medium,154555
2023,Senior,Full-Time,Data Analyst,78000,US,Fully Remote,US,Medium,122680
2023,Senior,Full-Time,Business Intelligence Engineer,156400,US,On-Site,US,Medium,142464
2024,Senior,Full-Time,Data Scientist,151000,US,On-Site,US,Medium,171625
2024,Mid-Level,Full-Time,Data Engineer,150000,US,On-Site,US,Medium,137171
2023,Senior,Full-Time,Data Scientist,110000,US,Fully Remote,US,Medium,174953
2023,Mid-Level,Full-Time,Data Analyst,143000,US,On-Site,US,Medium,106011
2022,Senior,Full-Time,Data Engineer,75000,US,On-Site,US,Medium,153391
2023,Senior,Full-Time,Machine Learning Engineer,119700,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Engineer,146000,US,Fully Remote,US,Medium,158529
2023,Mid-Level,Full-Time,Data Analyst,115950,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Data Scientist,160000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Scientist,222750,US,On-Site,US,Medium,173369
2024,Mid-Level,Full-Time,Data Analyst,150000,US,Fully Remote,US,Medium,107696
2024,Senior,Full-Time,Data Scientist,212000,US,On-Site,US,Medium,171625
2024,Senior,Full-Time,Research Scientist,211900,US,On-Site,US,Medium,215335
2023,Senior,Full-Time,Business Intelligence Analyst,112000,CA,On-Site,CA,Medium,121756
2023,Mid-Level,Full-Time,Data Analyst,101000,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,ML Engineer,365630,US,On-Site,US,Medium,206066
2024,Senior,Full-Time,Machine Learning Engineer,216800,US,Fully Remote,US,Medium,196074
2023,Mid-Level,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium,100557
2023,Entry-Level,Full-Time,Data Scientist,132200,GB,On-Site,GB,Medium,71009
2023,Mid-Level,Full-Time,Data Engineer,111000,US,Fully Remote,US,Medium,137804
2023,Senior,Full-Time,Data Analyst,55368,CF,Fully Remote,CF,Medium,81203
2023,Senior,Full-Time,Data Scientist,148800,US,On-Site,US,Medium,173369
2023,Senior,Full-Time,Data Scientist,104650,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Analyst,230000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Data Engineer,166000,US,On-Site,US,Medium,163312
2023,Mid-Level,Full-Time,Data Architect,100000,US,On-Site,US,Medium,137441
2023,Mid-Level,Full-Time,Data Analyst,130000,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Research Scientist,250000,US,On-Site,US,Medium,207266
2023,Entry-Level,Full-Time,ML Engineer,130000,US,On-Site,US,Medium,129470
2023,Mid-Level,Full-Time,Data Analyst,15680,PH,Hybrid,PH,Large,37149
2023,Senior,Full-Time,Machine Learning Engineer,234500,US,On-Site,US,Medium,201918
2023,Senior,Full-Time,Data Scientist,170500,CA,Fully Remote,CA,Medium,159714
2023,Senior,Full-Time,Data Scientist,207900,US,On-Site,US,Medium,173369
2023,Mid-Level,Full-Time,Data Analyst,59500,US,On-Site,US,Medium,106011
2023,Senior,Full-Time,Data Engineer,82900,IN,On-Site,IN,Medium,75802
2023,Entry-Level,Full-Time,Data Scientist,156450,US,Fully Remote,US,Medium,113108
2024,Mid-Level,Full-Time,Machine Learning Engineer,177100,US,On-Site,US,Medium,165956
2024,Executive,Full-Time,Data Scientist,125000,US,On-Site,US,Medium,180933
2023,Senior,Full-Time,Research Scientist,145900,US,On-Site,US,Medium,207266
2023,Mid-Level,Full-Time,Data Engineer,179000,US,On-Site,US,Medium,141383
2024,Mid-Level,Full-Time,Data Scientist,111600,US,On-Site,US,Large,132215
2023,Senior,Full-Time,Data Scientist,145000,US,Fully Remote,US,Medium,174953
2022,Senior,Full-Time,Data Scientist,180000,US,Fully Remote,US,Large,166610
2024,Senior,Full-Time,Research Scientist,127300,US,On-Site,US,Large,169926
2022,Senior,Full-Time,Data Scientist,141525,US,Fully Remote,US,Medium,163950
2023,Senior,Full-Time,Data Scientist,164000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Scientist,257000,US,Fully Remote,US,Medium,174953
2023,Senior,Full-Time,Data Engineer,122000,US,On-Site,US,Medium,163312
2024,Senior,Full-Time,Data Scientist,297000,US,On-Site,US,Medium,171625
2022,Senior,Full-Time,Data Scientist,155000,US,Fully Remote,US,Medium,163950
2023,Senior,Full-Time,Data Analyst,55000,US,On-Site,US,Medium,128320
2023,Senior,Full-Time,Machine Learning Engineer,200000,US,Fully Remote,US,Medium,188539
2023,Senior,Full-Time,Data Analyst,187000,US,On-Site,US,Medium,128320
2024,Mid-Level,Full-Time,Business Intelligence,100000,US,On-Site,US,Medium,132961
2024,Senior,Full-Time,Research Engineer,235680,US,On-Site,US,Medium,215335
2023,Senior,Full-Time,Data Architect,175564,US,Fully Remote,US,Medium,173332
